item_id,department,level,difficulty,workload
CHEM100_00093,CHEM,100,2.7295971246288344,2.574102962593791
BIO400_00094,BIO,400,3.381915374021186,2.1445378440358422
ENGR200_00095,ENGR,200,4.620130430824009,3.158323665401695
STAT100_00096,STAT,100,2.9176091526444727,1.5109323963779553
CHEM200_00097,CHEM,200,4.313674062412272,1.52661024745163
CHEM200_00098,CHEM,200,4.968621336261083,1.353069329063476
BIO100_00099,BIO,100,3.696166007951712,1.6664678344357844
ECON500_00100,ECON,500,4.235629176788419,4.148072818786158
PSYCH500_00101,PSYCH,500,2.9624003898579825,4.237908128892398
CS300_00102,CS,300,3.6041309202882514,3.844904557041246
ENGL300_00103,ENGL,300,4.182765738877909,1.3473925372200384
CHEM100_00104,CHEM,100,2.059805308733519,1.3152781108353064
PSYCH400_00105,PSYCH,400,2.8155444846139144,2.1392746497236104
PHYS200_00106,PHYS,200,1.727532241455215,4.067911479429945
MATH100_00107,MATH,100,4.8737007084658055,4.511752967865688
MATH200_00108,MATH,200,1.8038532253757755,4.714170564372331
BIO200_00109,BIO,200,3.274229952685433,4.859528721885049
ENGL500_00110,ENGL,500,4.647031916123536,4.957270781120657
BIO300_00111,BIO,300,2.214405181898503,1.3720763123211657
ENGR500_00112,ENGR,500,1.1347202498945763,4.453056339556514
PSYCH500_00113,PSYCH,500,3.5543170820807832,1.6539158316949942
ENGR100_00114,ENGR,100,2.1525183630051092,4.111986980638518
STAT400_00115,STAT,400,4.986868526721527,2.479553649103425
CHEM400_00116,CHEM,400,3.023578047104767,3.161149325741016
PSYCH500_00117,PSYCH,500,3.163958451098031,2.9020585053895376
STAT200_00118,STAT,200,4.881655911121722,3.7361208952602443
STAT500_00119,STAT,500,2.9243696632071043,1.074373727407778
CHEM200_00120,CHEM,200,3.407875874881764,3.4687934424311844
CS300_00121,CS,300,3.8779994275838603,4.509897253876504
PHYS500_00122,PHYS,500,3.42099162754714,2.4489813248811876
ECON300_00123,ECON,300,3.0008534033296836,3.5971182381376074
BIO400_00124,BIO,400,3.6273132762496787,2.146034130957498
STAT500_00125,STAT,500,4.881120336483178,1.9316628651908276
BIO300_00126,BIO,300,4.536402128730135,3.70221542601245
PSYCH500_00127,PSYCH,500,1.0348458415293615,3.016382029868316
ENGR200_00128,ENGR,200,1.6104764389382988,3.069530536810853
PSYCH500_00129,PSYCH,500,3.529467587401925,3.1372410831164803
PHYS100_00130,PHYS,100,1.8477603812382926,4.309561122282894
ENGL400_00131,ENGL,400,4.33183252653212,2.181406122863999
ECON300_00132,ECON,300,1.6899647424962785,3.4740300915910085
CHEM500_00133,CHEM,500,1.8134702130656928,1.3631870091322602
CHEM200_00134,CHEM,200,2.6651354089118224,2.9765365987201955
BIO500_00135,BIO,500,4.86866001544179,4.383052398909587
BIO500_00136,BIO,500,2.82180055414673,3.408739496028516
BIO200_00137,BIO,200,2.188987053872206,2.7286162515078884
PHYS300_00138,PHYS,300,3.2777568655586906,3.3237179339964773
BIO400_00139,BIO,400,3.8079472599763964,3.292999856146155
STAT100_00140,STAT,100,1.3609693319683696,4.992874309614342
MATH500_00141,MATH,500,2.6697648100345543,2.364981163181601
CS100_00142,CS,100,1.077280236194197,4.238378816067513
CS300_00143,CS,300,3.5651697440021355,2.6479213382567077
ENGR400_00144,ENGR,400,1.6231316517434493,1.9759135033729232
ENGR100_00145,ENGR,100,3.7414527641462385,4.677420326329549
ECON100_00146,ECON,100,2.8940685475159587,2.685220899170364
PSYCH400_00147,PSYCH,400,2.2252497902765223,4.143921767568289
BIO200_00148,BIO,200,3.607164961011902,3.407709490968141
STAT500_00149,STAT,500,4.198599107917813,2.731449152737182
ECON100_00150,ECON,100,1.1717007725323136,4.863385043533062
ENGL300_00151,ENGL,300,4.775071085850705,2.5477086459489717
CHEM500_00152,CHEM,500,1.874174291203233,1.7534410905613753
ENGR100_00153,ENGR,100,4.462885393702226,2.4395869324583814
MATH500_00154,MATH,500,3.1758126819989276,2.891113132924071
BIO400_00155,BIO,400,1.4733051635087264,3.880301309980376
CHEM500_00156,CHEM,500,4.490898770431798,4.100188568750084
CS300_00157,CS,300,2.5022656595267736,2.7688092539205607
ENGR100_00158,ENGR,100,4.270496721608322,1.1246922307204232
PHYS200_00159,PHYS,200,1.1829113443716208,4.888208710560868
BIO300_00160,BIO,300,3.113597487118072,1.65605779941817
MATH300_00161,MATH,300,1.4590918613208617,1.7170478342734459
BIO200_00162,BIO,200,2.5779528579767628,3.7881115599790105
MATH200_00163,MATH,200,2.5827534790396975,4.459606300982702
CHEM300_00164,CHEM,300,2.240973037304392,4.129511715749786
CHEM400_00165,CHEM,400,1.5358758495131228,3.9147018931698954
MATH200_00166,MATH,200,2.1892968909542025,1.356970336539887
PSYCH500_00167,PSYCH,500,4.113870127839679,1.7150145166164785
ECON400_00168,ECON,400,3.240724128156023,2.4251889511875935
CS200_00169,CS,200,1.6718995253745468,2.2899225079660734
ENGL400_00170,ENGL,400,1.3771219502800425,4.422758645289289
CHEM400_00171,CHEM,400,4.089809998324488,3.0626447896704185
STAT300_00172,STAT,300,3.5100109327068334,3.847054122997029
PHYS300_00173,PHYS,300,2.7216849743026947,1.8074129690771472
ECON300_00174,ECON,300,3.3650603360393943,1.427884259809101
ENGR300_00175,ENGR,300,4.900151841154994,1.420252137441016
BIO300_00176,BIO,300,4.904293423539383,2.4858543041120167
ENGL500_00177,ENGL,500,4.221528845248018,2.892936706829378
PHYS300_00178,PHYS,300,3.2103186379837774,2.9657969867977987
ENGR400_00179,ENGR,400,1.5399144123506012,4.207403484338299
CHEM200_00180,CHEM,200,3.274930592611592,1.3331741992931785
CHEM300_00181,CHEM,300,3.081634854216727,4.31491161155326
PHYS300_00182,PHYS,300,3.9835944396758456,3.845603591085594
PSYCH100_00183,PSYCH,100,4.3079138617970525,1.5472086417092035
CS500_00184,CS,500,2.9061936932147154,4.421843884500542
ENGR400_00185,ENGR,400,1.405087602401816,3.0064103615161812
PSYCH100_00186,PSYCH,100,2.5578260869696967,3.1964581766522158
CHEM400_00187,CHEM,400,4.869357177223976,3.353376968248669
BIO200_00188,BIO,200,2.5256720081561914,2.6125672832503954
CS400_00189,CS,400,3.8272603573037145,1.6239026274210633
ENGL100_00190,ENGL,100,1.2329704323520914,4.989156371292108
ENGR400_00191,ENGR,400,2.1724243642348973,3.943996536387684
CS400_00192,CS,400,2.3464408876249023,2.174701871812241
PHYS100_00193,PHYS,100,4.002469294090813,4.403604462940439
BIO400_00194,BIO,400,1.154084008616619,2.3057735525965435
MATH300_00195,MATH,300,4.697375117342999,2.8707175327722996
PSYCH400_00196,PSYCH,400,1.0449329855094365,1.460436438809566
ECON500_00197,ECON,500,2.9943356564005503,3.9818375377949318
ENGL300_00198,ENGL,300,2.7228636921324867,1.3672648050558411
ECON300_00199,ECON,300,2.552997657097162,4.707134674195989
MATH500_00200,MATH,500,3.06307959188861,4.899068256023872
ECON300_00201,ECON,300,4.607158313359545,1.8280768805488332
ECON500_00202,ECON,500,1.5290671593938647,2.604048464891446
PSYCH500_00203,PSYCH,500,4.440007139925366,4.564929240260058
ENGL300_00204,ENGL,300,3.813933507805409,1.0871790280860552
CS200_00205,CS,200,4.6557151254455755,2.8102645729431717
ECON200_00206,ECON,200,4.752480027783269,4.414183737081437
STAT200_00207,STAT,200,3.9202907259962747,1.9366148010310074
BIO500_00208,BIO,500,4.673705786566024,2.155768746549467
BIO200_00209,BIO,200,4.8196180629841585,3.141046897028943
ENGR300_00210,ENGR,300,4.934908427924466,3.108212983057194
CHEM300_00211,CHEM,300,2.675395235963736,3.4760367117345514
CS200_00212,CS,200,1.7526688536688346,4.610437430280392
PSYCH200_00213,PSYCH,200,3.038946365522949,3.870504090495221
ENGR400_00214,ENGR,400,3.9678932165023286,1.6884968241394325
STAT500_00215,STAT,500,4.873048393706883,2.9628604731091204
BIO400_00216,BIO,400,4.953034733888193,3.0933813324397588
ENGR400_00217,ENGR,400,4.764714300626665,2.2008248261022256
STAT200_00218,STAT,200,1.829428490325233,3.868427399291888
STAT100_00219,STAT,100,2.17701659457575,2.288696466892173
ECON300_00220,ECON,300,2.671148179168163,4.984210057978247
ENGR100_00221,ENGR,100,3.830021060642808,2.2429878868066164
PHYS300_00222,PHYS,300,1.0735934376657337,2.770689824784705
ENGR500_00223,ENGR,500,4.8372899904744955,4.92453152474952
MATH200_00224,MATH,200,3.053496065345859,3.203471651646385
BIO300_00225,BIO,300,4.949681437006298,3.104016575261303
ECON200_00226,ECON,200,4.062648084144696,1.4024256786608351
MATH300_00227,MATH,300,3.9097952445909776,1.4189055641491337
ENGR500_00228,ENGR,500,1.4761600131162487,3.5309645952641833
ENGR200_00229,ENGR,200,3.491876162076541,2.0158117508226763
BIO400_00230,BIO,400,4.184577726374091,1.85455715772131
PHYS200_00231,PHYS,200,2.9995460705904775,3.4753741501401376
PSYCH400_00232,PSYCH,400,2.6953086928926338,2.702934247904736
STAT200_00233,STAT,200,3.95526467032984,2.399676280662611
PSYCH100_00234,PSYCH,100,1.2245109187996572,3.38949699667714
STAT300_00235,STAT,300,1.290648111419777,1.7919284302807323
ENGL300_00236,ENGL,300,3.319401585290762,4.763636983394093
ECON500_00237,ECON,500,1.2267666557283876,1.95338128106849
PSYCH500_00238,PSYCH,500,4.294234338290496,4.811436853062711
CS300_00239,CS,300,4.51903034649326,3.5393138308485392
CS200_00240,CS,200,4.924191216062455,2.9815259263253795
ENGL100_00241,ENGL,100,3.8402752869500225,4.786499813435892
ECON400_00242,ECON,400,3.7829920354877578,1.4775607508615831
CS300_00243,CS,300,4.242193768813218,3.756269262086599
ENGR300_00244,ENGR,300,2.828974215602731,4.968166087556741
BIO500_00245,BIO,500,2.3954667751915246,2.3869739379501884
PSYCH400_00246,PSYCH,400,4.445313260549668,2.956427557447303
CHEM300_00247,CHEM,300,3.7934553158557014,3.1299553673622764
ENGR300_00248,ENGR,300,2.4379043614160123,3.373500424822159
STAT500_00249,STAT,500,3.92310274104529,3.810640692974165
CHEM400_00250,CHEM,400,1.17656124288425,4.579777076584012
PSYCH400_00251,PSYCH,400,4.067784342023257,2.995401360253344
CS100_00252,CS,100,3.8903209540023767,4.578989905249262
PSYCH200_00253,PSYCH,200,3.438778899263134,3.802032059762553
CS200_00254,CS,200,4.655424786647466,4.099356414691208
ENGL100_00255,ENGL,100,4.3950440841227705,3.9517555927577557
ECON300_00256,ECON,300,2.4604583761875958,2.3234096219547875
PSYCH300_00257,PSYCH,300,4.266042617671914,1.1208221466771353
ECON300_00258,ECON,300,1.745287074623302,4.010391842820223
CHEM100_00259,CHEM,100,2.412353285051417,3.9485766146201278
ECON400_00260,ECON,400,2.919078688232627,4.681260930265072
PHYS200_00261,PHYS,200,3.60247984257684,2.222508202382858
BIO300_00262,BIO,300,1.8307137533750124,1.9244678072592682
ENGL100_00263,ENGL,100,2.6214057385226712,3.7634082155143163
PSYCH400_00264,PSYCH,400,3.8936491170002157,3.3064228812210334
ENGL400_00265,ENGL,400,1.6342880321581563,1.1288413977243956
ECON100_00266,ECON,100,4.948441699663084,3.8426052456814572
PSYCH200_00267,PSYCH,200,3.564010686987546,1.3543491401036851
BIO400_00268,BIO,400,3.4762038482724305,3.3098113554679776
ENGL100_00269,ENGL,100,4.402944468258845,2.0326724799794045
CHEM100_00270,CHEM,100,4.522412061426824,3.5191568793699837
BIO400_00271,BIO,400,2.6454543735191356,2.7418364759320673
MATH500_00272,MATH,500,1.2242958235736547,2.215803246256671
ENGR100_00273,ENGR,100,2.8481888782227087,1.5110087148034066
PHYS400_00274,PHYS,400,4.589932275667764,1.2146396606667698
ENGL100_00275,ENGL,100,1.709727702600024,2.3013037053695458
STAT300_00276,STAT,300,3.7264459318937475,4.022287425750541
BIO500_00277,BIO,500,3.548588354586423,3.593934537671616
CHEM200_00278,CHEM,200,1.613747291523806,4.168282494372125
PHYS400_00279,PHYS,400,2.4962389939194143,2.664913951228264
ENGR100_00280,ENGR,100,3.6533634364107423,1.4042795310739482
STAT500_00281,STAT,500,1.4232701815832143,3.4143729119457435
BIO400_00282,BIO,400,2.003023133282748,2.3772558968003596
PSYCH200_00283,PSYCH,200,3.943755500652854,4.959391562428507
PHYS100_00284,PHYS,100,4.03033342950972,4.117204477810879
MATH200_00285,MATH,200,1.3296759953179227,1.8933450958273963
BIO100_00286,BIO,100,1.23966841388294,2.8220995195813687
ENGR500_00287,ENGR,500,1.0376547249586507,1.3807826656467537
BIO300_00288,BIO,300,2.6072006143817847,1.7965025354190733
CHEM200_00289,CHEM,200,2.254467157578131,3.9270321167526063
PSYCH200_00290,PSYCH,200,1.7423074811397607,1.6540974069596421
ENGR200_00291,ENGR,200,3.049105780245323,2.1834316982107334
CHEM400_00292,CHEM,400,1.3676463188952397,1.0462631421487356
PHYS500_00293,PHYS,500,2.3961718275347073,4.850986899455991
ENGR300_00294,ENGR,300,2.3797993975743696,1.8675281243149797
CHEM500_00295,CHEM,500,2.216479532699372,3.7952500902453417
ENGL300_00296,ENGL,300,3.1233185584850363,4.5430753997535085
PHYS300_00297,PHYS,300,4.255470971045234,2.092084717599435
PHYS200_00298,PHYS,200,2.3289043604369417,3.369835334743958
ENGL100_00299,ENGL,100,2.6685831775583235,1.6227742982640003
ENGR500_00300,ENGR,500,3.825419494164952,3.6381011426250516
BIO200_00301,BIO,200,3.3873862153026915,1.5251283330180487
STAT200_00302,STAT,200,4.623961368924423,1.8077893351160328
PHYS500_00303,PHYS,500,1.1291295036546094,4.4946047878948505
ECON500_00304,ECON,500,3.3483726473758866,1.6708636199561808
PSYCH500_00305,PSYCH,500,2.094713169977302,3.2642980767550287
ENGR500_00306,ENGR,500,4.684559006654451,2.293617006637607
ENGR200_00307,ENGR,200,2.418274498633969,4.001401304759993
CHEM400_00308,CHEM,400,4.901198055429861,4.209257153207946
PSYCH100_00309,PSYCH,100,4.181289974629445,3.280431430922074
STAT200_00310,STAT,200,4.972505407076471,3.461853497981548
MATH200_00311,MATH,200,4.867589988873756,3.9564356731815202
ECON400_00312,ECON,400,4.983204818246751,4.548496758206601
BIO300_00313,BIO,300,1.372469699883101,3.073088524264993
ECON500_00314,ECON,500,2.3407020151490077,3.4657208785328577
CS100_00315,CS,100,2.048938023432051,3.45197596993568
CHEM400_00316,CHEM,400,4.404582739993611,1.8886734841483492
BIO400_00317,BIO,400,3.778289554870903,4.259396419987202
ENGR200_00318,ENGR,200,4.070045545741332,4.997112285129395
ECON500_00319,ECON,500,3.2475155937371802,2.8539070409441485
BIO400_00320,BIO,400,2.528749417148887,4.156539167614206
ECON100_00321,ECON,100,3.3994110392147796,3.0360151854949886
BIO100_00322,BIO,100,2.087146392122259,2.417550964299593
MATH100_00323,MATH,100,3.7782096517989467,2.0465692674154745
MATH400_00324,MATH,400,4.520368467863687,4.083377650303088
PHYS200_00325,PHYS,200,3.787425714942047,2.933846677856227
BIO500_00326,BIO,500,3.216251359756818,1.7474528214636833
ENGR500_00327,ENGR,500,3.8901997626717426,3.5463850280758726
STAT300_00328,STAT,300,3.6518511398849203,2.694348284236788
BIO400_00329,BIO,400,4.542513646929264,2.34053624160929
ECON200_00330,ECON,200,2.297881341998828,3.72306279939479
CS200_00331,CS,200,2.5771652972223347,4.0320701860901975
CS400_00332,CS,400,2.0191536815684032,1.3750870023636104
ENGR200_00333,ENGR,200,4.712010375948222,1.006414006008396
MATH500_00334,MATH,500,2.6931181528469246,4.19413475069207
CHEM200_00335,CHEM,200,3.315010153423788,2.1047849958447324
PSYCH500_00336,PSYCH,500,4.125076535959621,4.329585730196898
ENGR100_00337,ENGR,100,2.7123215356337846,3.717058208488967
MATH400_00338,MATH,400,1.8844477609895791,4.000514109018834
ENGL200_00339,ENGL,200,1.3248485115271214,1.4402512402561771
ENGL500_00340,ENGL,500,3.8992520943607873,2.7706813625715934
BIO500_00341,BIO,500,4.63370767285285,1.424361796387085
ENGR500_00342,ENGR,500,1.4394593493771337,3.30898863257367
CHEM500_00343,CHEM,500,3.7289607917351195,3.877650239671632
MATH400_00344,MATH,400,4.3197190998597,4.769800354806327
MATH300_00345,MATH,300,3.3557978378376663,1.4431826244868589
PHYS500_00346,PHYS,500,3.3056315131766087,4.946301736908898
BIO200_00347,BIO,200,4.655772269842595,3.6358647812821725
BIO300_00348,BIO,300,3.487940972557216,2.796415721794652
ECON400_00349,ECON,400,1.2525647557988018,1.3271299736708895
PSYCH200_00350,PSYCH,200,4.011971493502578,1.7552337499634438
STAT500_00351,STAT,500,1.2803249818140747,2.681946515618109
ECON500_00352,ECON,500,1.467649864893637,4.211959393492345
MATH400_00353,MATH,400,2.8713586839201217,4.404476367155167
BIO100_00354,BIO,100,3.1241420880955832,1.0998138271748958
CHEM300_00355,CHEM,300,1.2034163075131579,2.6863790912587593
ENGL500_00356,ENGL,500,3.011451129612837,4.8297985603005795
PSYCH400_00357,PSYCH,400,3.510788036256133,2.5676651504303347
MATH100_00358,MATH,100,2.457136956554002,1.8687047477682843
PHYS200_00359,PHYS,200,3.983770803216284,3.8143945574676597
PSYCH200_00360,PSYCH,200,2.550745003602507,1.3379275401205306
MATH400_00361,MATH,400,3.747329520780765,2.7038890353353313
CHEM300_00362,CHEM,300,1.169610472543353,1.231752362222362
CHEM100_00363,CHEM,100,1.6235983163513827,3.786115265667116
CHEM200_00364,CHEM,200,1.5369663103140656,3.858239211075834
CS500_00365,CS,500,1.0670704502155615,4.946610764586078
CHEM300_00366,CHEM,300,3.725066369657819,1.2760607771070513
ENGL100_00367,ENGL,100,2.086817851148092,3.4630172048157646
BIO400_00368,BIO,400,2.141487632764478,2.3733705244631
ENGL200_00369,ENGL,200,4.130578365596321,1.4556400529308178
ENGL200_00370,ENGL,200,2.249607236587849,4.259680251131137
CHEM200_00371,CHEM,200,4.963217150821317,2.177582706219443
STAT100_00372,STAT,100,3.882230910776799,1.2201144345609363
STAT100_00373,STAT,100,1.5160155881898558,2.5532520743458726
ECON500_00374,ECON,500,1.2967603846313724,4.947340267886263
STAT300_00375,STAT,300,3.4042258339494063,3.7269412529233823
ENGL300_00376,ENGL,300,4.497303704417284,1.7948842926018997
MATH100_00377,MATH,100,3.6264150230103165,3.9909011831493353
ENGL300_00378,ENGL,300,2.302392371809916,3.9390982016348954
CHEM500_00379,CHEM,500,3.754936160649632,1.906218179540081
MATH300_00380,MATH,300,4.986747316727629,4.4030416208147685
CHEM400_00381,CHEM,400,1.8297393790299785,3.239604006430465
BIO200_00382,BIO,200,3.187225258429291,2.925649020191793
PHYS100_00383,PHYS,100,4.369679899685616,2.506997255703921
CHEM100_00384,CHEM,100,2.826537662171683,3.149650269129424
PSYCH300_00385,PSYCH,300,1.0439745067255233,3.2010260609399115
PHYS200_00386,PHYS,200,1.7215600923356815,3.3588008890164875
CS500_00387,CS,500,2.0618322478599413,2.9782989280577614
BIO500_00388,BIO,500,4.176951741843649,1.9549099039814535
BIO100_00389,BIO,100,3.6271668999073348,2.2019294673051046
PHYS100_00390,PHYS,100,3.3094079624043524,1.5078274071097324
STAT500_00391,STAT,500,4.929494131116769,4.02132599176465
ENGR500_00392,ENGR,500,3.7501610578135933,3.488827923513312
ECON300_00393,ECON,300,1.5131736900567336,4.9813906284050145
PHYS500_00394,PHYS,500,1.983308083951242,2.059773928253083
PSYCH100_00395,PSYCH,100,3.7748559856595505,4.811785121644097
ENGL200_00396,ENGL,200,3.1140184048759316,3.0221335731007075
ENGL200_00397,ENGL,200,3.3501235474421227,3.8717312551760865
STAT500_00398,STAT,500,1.53563237588074,1.4565778242398926
CS100_00399,CS,100,4.679973549825359,4.490902166479282
ECON300_00400,ECON,300,3.936611780903443,3.516057727832357
ENGR200_00401,ENGR,200,3.486312067140985,3.464922163108392
ENGL200_00402,ENGL,200,4.093293648805468,4.471821828047846
CHEM500_00403,CHEM,500,3.852537231891731,4.215014707739833
ENGR100_00404,ENGR,100,1.7185448933526568,3.1587934617773175
MATH100_00405,MATH,100,3.7206716453053468,4.509768921055038
MATH400_00406,MATH,400,3.63413381722912,1.4943706148924858
ECON200_00407,ECON,200,2.989937782133874,2.785124597226069
CHEM400_00408,CHEM,400,3.990378245413699,3.484580597106826
ENGL100_00409,ENGL,100,3.4315360811948006,4.7715811294761625
CS100_00410,CS,100,4.330733516834863,4.219347889063005
STAT400_00411,STAT,400,4.374652459628294,1.047450505731331
CS400_00412,CS,400,4.472478279127801,3.5359691083687594
PSYCH400_00413,PSYCH,400,1.3831516902999184,2.9743830730795984
PHYS300_00414,PHYS,300,4.481390181374777,4.453782274037341
BIO100_00415,BIO,100,4.307630715561755,2.879456225251366
PSYCH100_00416,PSYCH,100,2.118373887336011,2.1309066733747972
CHEM500_00417,CHEM,500,2.776576881559539,4.278097237036679
CS500_00418,CS,500,4.577013401885035,1.0730662601423582
MATH300_00419,MATH,300,2.7238360639026813,2.119024767317165
PSYCH100_00420,PSYCH,100,1.9487057992993906,4.8354127760085355
MATH300_00421,MATH,300,1.3057198961282115,2.9401934641488494
PHYS200_00422,PHYS,200,2.5165783998387545,2.2920981592457927
ENGL200_00423,ENGL,200,4.246196113367205,1.4533944044400693
ENGL100_00424,ENGL,100,2.8361613619878625,3.716681280699954
PSYCH100_00425,PSYCH,100,4.257578824844918,3.7662734849727797
PSYCH100_00426,PSYCH,100,1.4031460990540667,1.6608512672486153
MATH500_00427,MATH,500,1.7735482470451611,4.112496633230697
PHYS500_00428,PHYS,500,4.649155753232727,1.3313019376068924
PSYCH200_00429,PSYCH,200,1.7277699877878088,1.7604392099082058
ENGR400_00430,ENGR,400,3.846844444235852,4.176611310399562
ENGL400_00431,ENGL,400,1.434250010604074,1.171880390599065
ENGL200_00432,ENGL,200,3.3390669876125605,4.348619562682191
PHYS400_00433,PHYS,400,1.664202835986305,4.5216580357714555
PHYS100_00434,PHYS,100,2.0707578058612475,2.492433327928106
